910.00,0.15,4.83,632.30,3053.20,4.79
910.00,0.16,4.80,637.10,3061.07,4.81
909.00,0.16,4.79,640.80,3068.58,4.81
909.00,0.16,4.76,643.80,3067.48,4.79
906.00,0.15,4.79,642.80,3078.16,4.81
908.00,0.16,4.80,639.40,3072.12,4.81
909.00,0.15,4.79,641.40,3071.46,4.81
908.00,0.16,4.80,638.40,3067.32,4.81
910.00,0.16,4.79,641.90,3073.85,4.81
910.00,0.16,4.76,642.80,3062.72,4.81
909.00,0.15,4.79,642.40,3076.25,4.81
908.00,0.16,4.80,639.30,3071.64,4.81
911.00,0.16,4.79,642.20,3075.29,4.81
908.00,0.16,4.76,646.40,3079.87,4.81
910.00,0.16,4.74,648.60,3074.77,4.81
909.00,0.16,4.76,-0.00,-0.00,4.81
907.00,0.17,4.74,647.30,3068.61,4.79
910.00,0.17,4.72,650.70,3074.31,4.81
909.00,0.17,4.70,-0.00,-0.00,4.81
910.00,0.16,4.72,649.80,3070.05,4.81
908.00,0.16,4.75,648.40,3079.02,4.81
909.00,0.16,4.76,646.70,3081.30,4.81
910.00,0.15,4.79,644.60,3086.78,4.81
907.00,0.16,4.80,642.20,3085.57,4.79
908.00,0.16,4.79,645.10,3089.18,4.81
908.00,0.16,4.76,648.70,3090.83,4.81
908.00,0.17,4.75,651.80,3095.16,4.81
906.00,0.16,4.72,655.10,3095.09,4.81
909.00,0.16,4.75,653.30,3102.28,4.81
907.00,0.16,4.76,650.80,3100.84,4.81
908.00,0.16,4.75,652.20,3097.06,4.81
907.00,0.16,4.76,649.20,3093.21,4.81
908.00,0.17,4.75,652.20,3097.06,4.81
908.00,0.16,4.72,655.40,3096.51,4.81
908.00,0.17,4.75,-0.00,-0.00,4.81
907.00,0.17,4.72,655.00,3094.62,4.81
906.00,0.17,4.71,656.70,3092.14,4.81
907.00,0.16,4.72,655.20,3095.57,4.81
909.00,0.17,4.75,651.30,3092.79,4.81
908.00,0.17,4.72,655.40,3096.51,4.81
907.00,0.18,4.71,658.60,3101.08,4.81
909.00,0.17,4.68,660.60,3094.63,4.81
907.00,0.17,4.71,658.60,3101.08,4.81
908.00,0.16,4.72,658.10,3109.27,4.81
907.00,0.16,4.75,655.60,3113.21,4.81
906.00,0.16,4.76,651.60,3104.65,4.81
906.00,0.17,4.75,654.60,3108.46,4.81
905.00,0.17,4.73,658.60,3116.90,4.81
904.00,0.17,4.71,661.60,3115.21,4.81
907.00,0.16,4.73,659.30,3120.22,4.81
901.00,0.17,4.75,656.80,3118.91,4.81
897.00,0.17,4.77,655.20,3127.05,4.86
905.00,0.17,4.75,658.40,3126.50,4.86
